anime_id,url,poster,title,overview,score,anime_studio,producer,genres
37,https://aniwaves.ru/watch/mushen-ji-81981,https://static.aniwaves.ru/resources/thumbnails/200x280/100/4f99ea4e8119e4d941e9addd38463f4f.jpg,Tales of Herding Gods,"In the Disabled Elderly Village, there live nine elderly people with unpredictable origins and the young man Qin Mu they raised. One day, the cows that Qin Mu was responsible for grazing began to speak human words. From then on, Qin Mu became more aware of the dangers and beauty of Daxu, a land abandoned by gods: demons descended with darkness, divine bones danced in the ruins, and dragon bones protected their young, a giant ship that drags the sun... No matter what kind of danger he faces, Qin Mu is fearless. He has integrated the skills passed down by the Nine Elders and vowed to carve out a world with his unparalleled hegemony. (Source: Bilibili, translated)",8.0,['Sparkly Key Animation Studio'],['bilibili'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
38,https://aniwaves.ru/watch/xian-ni-73347,https://static.aniwaves.ru/resources/thumbnails/200x280/100/92491af89236ddd4fba1c6cea3f890ec.jpg,Renegade Immortal,"Wang Lin is a very smart boy with loving parents. Although he and his parents are shunned by the rest of their relatives, his parents have always held high hopes that he will one day achieve greatness. One day, Wang Lin suddenly gained the chance to walk the path of an immortal but found that he only had mediocre talent at best. Watch Wang Lin as he breaks through his lack of talent and walks the path towards becoming a real immortal!(Source: Xian Ni Wiki)",8.0,['BUILD DREAM'],['Tencent Penguin Pictures'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
39,https://aniwaves.ru/watch/marika-chan-no-koukando-wa-bukkowareteiru-82515,https://static.aniwaves.ru/resources/thumbnails/200x280/100/0387585c07855f3821a2f3abc46a5b92.jpg,Marika's Love Meter Malfunction,"Confessing to my childhood friend Marika was impossible for someone as unpopular as me. So, I did what any desperate boy would do—I wished upon a shooting star! When I woke up, that dream had come true?! I could see a love meter for people, just like in a love simulation game. Once I realized this was real and not a dream I went straight to see Marika. Her love meter was so low it had broken and practically fallen all the way to hell! If she hated me so much why was she so nice?! Is this how she really felt or...?!(Source: Coolmic)",6.0,['Studio LEO'],"['Studio Mausu', 'Suiseisha']","['Comedy', 'Romance', 'Ecchi']"
40,https://aniwaves.ru/watch/you-shou-yan-5th-season-82509,https://static.aniwaves.ru/resources/thumbnails/200x280/100/be27a80191585ec03649a0ca51cb0ba1.jpg,Fabulous Beasts 5th Season,Fifth season of You Shou Yan.,,['Fenz'],['bilibili'],"['Comedy', 'Fantasy']"
41,https://aniwaves.ru/watch/ingoku-danchi-82554,https://static.aniwaves.ru/resources/thumbnails/200x280/100/b6bbfad139261ca5307e93e67591ebc0.jpg,Ingoku Danchi: Deviant's Apartment Complex,"Yoshida is a tiny, frail high school graduate who became an unwilling manager of an apartment complex when his father, the former manager, injured himself. Unbeknownst to him, this apartment complex houses quite a few women with very... unusual sexual preferences. This becomes a problem when a mysterious entity begins giving 'Libido Cloth' to these women—skimpy outfits that give them superpowers and cause them to go on lewd rampages! Will Yoshida be able to stop them?(Source: MU)",6.0,['Elias'],"['Studio Mausu', 'WWWave', 'Deregula']","['Comedy', 'Supernatural', 'Erotica']"
42,https://aniwaves.ru/watch/ghost-concert-missing-songs-82553,https://static.aniwaves.ru/resources/thumbnails/200x280/100/c772596b67dba46f2bed563f7c432a46.jpg,Ghost Concert: Missing Songs,"In the year 2045, singing has been forbidden. Music is no longer created or performed by humans; instead, a music application called MiucS produces all songs on their behalf.One day, a girl named Seria Aiba hears a human singing voice while out with her friends—something that should no longer exist. Following the sound, she encounters a mysterious presence: a ghost. What appears before her is not an ordinary spirit, but a figure from beyond this world known as a Great Ghost.As Seria becomes drawn into encounters involving Great Ghosts, the psychic organization TERA, and a strange song known as the Possession Requiem, she finds herself stepping into a hidden side of a world that has erased human music.This is the story of how Seria's life begins to change—and the path that leads her toward becoming a ghost herself.(Source: MAL News)",6.0,['ENGI'],"['WOWOW', 'CBC Television', 'Movic', 'Glovision', 'Sammy', 'Kansai Telecasting', 'Kadokawa', 'Heart Company', 'BS Asahi', 'Aria Entertainment']","['Action', 'Sci-Fi', 'Supernatural', 'Music']"
43,https://aniwaves.ru/watch/one-piece-81553,https://static.aniwaves.ru/resources/thumbnails/200x280/100/65b9eea6e1cc6bb9f0cd2a47751a186f.jpg,One Piece,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it.The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many.As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure.",9.0,['Toei Animation'],"['Fuji TV', 'TAP']","['Action', 'Adventure', 'Fantasy', 'Shounen']"
44,https://aniwaves.ru/watch/trigun-stargaze-82483,https://static.aniwaves.ru/resources/thumbnails/200x280/100/54bdfb6b7761f3eaaa498225a43d9135.jpg,Trigun Stargaze,"Two and a half years have passed since the Lost July incident, a catastrophe that reduced an entire city to ruins and sent shockwaves across the world.On the desert planet of No Man's Land, Vash the Stampede, a gunslinger who swore never to take a life, faces his final confrontation with his brother, Millions Knives, who seeks the complete destruction of humanity. As their fates collide, the battle that will determine the future of both mankind and the planet begins.(Source: MAL News)",7.0,['Orange'],"['Movic', 'TOHO animation', ""Toy's Factory"", 'Shounen Gahousha', 'Sonilude', 'Toho Music']","['Action', 'Adventure', 'Sci-Fi', 'Adult Cast', 'Shounen']"
45,https://aniwaves.ru/watch/doupo-cangqiong-nian-fan-79746,https://static.aniwaves.ru/resources/thumbnails/200x280/100/f1adc566d2d3310871f34b1de8118f96.jpg,Battle Through The Heavens Season 5,Fifth season of Doupo Cangqiong.,8.0,['Motion Magic'],"['Tencent Penguin Pictures', 'China Literature Limited', 'Wanda Media']","['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
46,https://aniwaves.ru/watch/ze-tian-ji-2026-82504,https://static.aniwaves.ru/resources/thumbnails/200x280/100/f4364e519ef2f11878efaf913b2971bd.jpg,Way of Choices,"In a fictional world where humans, demons and monsters coexist, Chen Changsheng comes to the capital of gods with a marriage certificate in order to change his fate. Together with a group of young heroes, he waged a desperate battle against the forces of darkness. At the same time, he also harvested love and started his journey of rising as a powerful man in the capital of gods.(Source: iQIYI, translated)",8.0,['Shenman Entertainment'],['iQIYI'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
47,https://aniwaves.ru/watch/douluo-dalu-ii-jueshi-tangmen-79749,https://static.aniwaves.ru/resources/thumbnails/200x280/100/1b05614babe39f64315f1e1c6183d8b8.jpg,Soul Land 2: The Peerless Tang Clan,"A strange continent in another world.No magic, no battle qi, no martial arts, only martial spirits. Ten thousand years after the Tang clan was founded on the Douluo continent, the Tang clan has declined to the verge of extinction.A whole new generation of proud talents has been born. Will the new generation of the Seven monsters of Shrek be able to reestablish the Tang Clan and compose a new tale of greatness for the unrivaled Tang Clan?(Source: IMDB)",8.0,['Sparkly Key Animation Studio'],"['Tencent Penguin Pictures', 'Xuanshi Tangmen']","['Action', 'Adventure', 'Fantasy', 'Martial Arts']"
48,https://aniwaves.ru/watch/liar-game-82558,https://static.aniwaves.ru/resources/thumbnails/200x280/100/fa72ec317d046362ef699b5155431540.jpg,Liar Game,"College student Nao Kanzaki has always adhered to her name's meaning: 'foolishly honest.' However, after opening an unsolicited package containing one hundred million yen, she inadvertently accepts an invitation for the 'Liar Game.' In this tournament, contestants are encouraged to betray and deceive their opponents to gain a massive amount of cash; conversely, losing will incur a lifetime debt. With all hopes lost, her only option left is to seek help from a con artist.On that same day, the infamous swindler Shinichi Akiyama is finally released from jail. This former psychology student is known for single-handedly bankrupting an entire company, and Nao believes he is her only chance at escaping her dire situation. At first, Shinichi is hesitant to commit another crime, ignoring Nao and her request. But after seeing her desperation and persistence, he agrees to assist her.In this fraudulent world, Nao and Shinichi have their own motives. Yet, soon they see the true nature of not only the game, but also everyone involved.",,['Madhouse'],['Bit grooove promotion'],"['Drama', 'Suspense', 'High Stakes Game', 'Psychological', 'Strategy Game', 'Seinen']"
49,https://aniwaves.ru/watch/ponkotsu-fuuki-iin-to-skirt-take-ga-futekisetsu-na-jk-no-hanashi-82557,https://static.aniwaves.ru/resources/thumbnails/200x280/100/aee78551a5c0f8950fe228bc2dcbf9f8.jpg,The Klutzy Class Monitor and the Girl with the Short Skirt,"Sakuradaimon takes his role on the school's Public Morals Committee very seriously. Every day, he dutifully checks students' appearances at the school gate—most often scolding Kohinata, a rule-breaking girl with bright hair and a short skirt.Though she finds his constant lecturing annoying, everything changes when she discovers that Sakuradaimon is actually a bit of a mess himself.A lighthearted short romantic comedy about a strict committee member, a bold classmate, and the chaotic school life that brings them together.(Source: MAL News)",,['Zero-G'],"['AQUA ARIS', 'Saber Links']","['Comedy', 'Romance', 'School', 'Shounen']"
50,https://aniwaves.ru/watch/isekai-nonbiri-nouka-2-82555,https://static.aniwaves.ru/resources/thumbnails/200x280/100/5bae81468ee225f67506c853f4d80179.jpg,Farming Life in Another World Season 2,Second season of Isekai Nonbiri Nouka.,8.0,['Zero-G'],"['MediaNet', 'Pony Canyon', 'AT-X', 'Hakuhodo', 'Kadokawa', 'Bit grooove promotion', 'CTW']","['Fantasy', 'Slice of Life', 'Isekai']"
51,https://aniwaves.ru/watch/tongari-boushi-no-atelier-82556,https://static.aniwaves.ru/resources/thumbnails/200x280/100/43154a9e0af871257cde5994375790d4.jpg,Witch Hat Atelier,"Coco, a humble dressmaker's daughter, has always been fascinated by magic and the witches who cast it, despite the strict precautions they take to hide their methods from the public. However, when Coco takes advantage of a golden chance to spy on the skilled witch Qifrey, she realizes that her favorite picture book was a disguised magic book all along! In her excitement, she immediately starts testing out the various spells.When a spell causes a disaster in her home, Qifrey rescues her just in time and decides to train her, realizing that she is the first lead he has found that could help him track down the Brimmed Caps—a dangerous group of heretics who experiment with forbidden body-altering magic and spread magical artifacts among the commoners. But before Coco and Qifrey can confront the Brimmed Caps, she is going to have to improve her magical skills and learn to get along with Qifrey's other apprentices.",9.0,['BUG FILMS'],"['Kodansha', 'Avex Pictures', 'Crunchyroll', 'Twin Engine', 'dugout']","['Fantasy', 'Seinen']"
